Time,Photovoltaic panel Power Output (kW),Wind Turbine Power Output (kW),Generator Power Output (kW),Generator Fuel (m??),Total Electrical Load Served (kW),Renewable Penetration (%),Excess Electrical Production (kW),Total Renewable Power Output (kW),Inverter Power Output (kW),Rectifier Power Output (kW),Battery Charge Power (kW),Battery Discharge Power (kW),Battery State of Charge (%)
01-01-07 0:00,0,0,0,0,18.50257,0,0,0,18.50257,0,0,20.55841,98.20293
01-01-07 1:00,0,0,0,0,17.87342,0,0,0,17.87342,0,0,19.85935,96.46697
01-01-07 2:00,0,0,0,0,26.31659,0,0,0,26.31659,0,0,29.24065,93.91097
01-01-07 3:00,0,0,0,0,32.4042,0,0,0,32.4042,0,0,36.00467,90.7637
01-01-07 4:00,0,0,0,0,32.53897,0,0,0,32.53897,0,0,36.15441,87.60335
01-01-07 5:00,0,0,0,0,17.37097,0,0,0,17.37097,0,0,19.30108,85.91619
01-01-07 6:00,0,0,0,0,3.071171,0,0,0,3.071171,0,0,3.412412,85.6179
01-01-07 7:00,7.872308,0,0,0,4.064334,193.6925,0,7.872308,4.064334,0,3.356382,0,85.80567
01-01-07 8:00,14.0846,5.639925,0,0,5.196461,379.5761,0,19.72452,0,0.3991182,14.48372,0,86.61595
01-01-07 9:00,25.70485,6.800035,0,0,6.608637,491.8546,0,32.50489,0,0.1722571,25.87711,0,88.06362
01-01-07 10:00,6.040092,12.61806,0,0,5.540644,336.7505,0,18.65815,0,6.369671,12.40976,0,88.75788
01-01-07 11:00,4.564925,20.94857,0,0,7.184641,355.1116,0,25.51349,0,12.38753,16.95246,0,89.70627
01-01-07 12:00,23.20347,11.27311,0,0,6.894939,500.0273,0,34.47657,0,3.940351,27.14382,0,91.22481
01-01-07 13:00,19.52974,5.576788,0,0,5.518261,454.9718,0,25.10653,0,0.05267444,19.58242,0,92.32033
01-01-07 14:00,7.939921,13.6577,0,0,5.033462,429.0809,0,21.59762,0,7.761815,15.70174,0,93.19875
01-01-07 15:00,4.053539,6.472405,0,0,3.598251,292.5295,0,10.52594,0,2.586739,6.640278,0,93.57023
01-01-07 16:00,5.588902,9.637409,0,0,6.75472,225.4173,0,15.22631,0,2.59442,8.183321,0,94.02804
01-01-07 17:00,0,2.828341,0,0,5.551895,50.9437,4.44E-16,2.828341,2.723554,0,0,3.026171,93.76351
01-01-07 18:00,0,3.56649,0,0,6.945431,51.35015,4.44E-16,3.56649,3.378942,0,0,3.75438,93.43533
01-01-07 19:00,0,5.315482,0,0,7.363529,72.18661,4.44E-16,5.315482,2.048048,0,0,2.275608,93.23642
01-01-07 20:00,0,0,0,0,7.959797,0,0,0,7.959797,0,0,8.844218,92.46332
01-01-07 21:00,0,0,0,0,8.342999,0,0,0,8.342999,0,0,9.269998,91.65301
01-01-07 22:00,0,0,0,0,23.08721,0,0,0,23.08721,0,0,25.65245,89.41065
01-01-07 23:00,0,0,0,0,23.11547,0,0,0,23.11547,0,0,25.68385,87.16556
02-01-07 0:00,0,0,0,0,23.19692,0,3.55E-15,0,23.19692,0,0,25.77435,84.91255
02-01-07 1:00,0,0,0,0,18.81111,0,0,0,18.81111,0,0,20.90123,83.08552
02-01-07 2:00,0,0,0,0,7.935063,0,1.78E-15,0,7.935063,0,0,8.816737,82.31483
02-01-07 3:00,0,0,0,0,26.58469,0,0,0,26.58469,0,0,29.53855,79.73278
02-01-07 4:00,0,0,0,0,15.2339,0,3.55E-15,0,15.2339,0,0,16.92655,78.25319
02-01-07 5:00,0,0,0,0,9.688914,0,0,0,9.688914,0,0,10.76546,77.31215
02-01-07 6:00,0,0,0,0,1.941599,0,0,0,1.941599,0,0,2.157332,77.12357
02-01-07 7:00,11.55359,1.799652,0,0,3.252922,410.4999,0,13.35324,1.453269,0,9.938844,0,77.67959
02-01-07 8:00,26.46132,3.461792,0,0,3.978053,752.2048,0,29.92311,0.5162613,0,25.88769,0,79.12785
02-01-07 9:00,46.03214,8.105154,0,0,4.426962,1222.9,0,54.13729,0,3.310373,49.34251,0,81.88828
02-01-07 10:00,69.0488,21.43386,0,0,3.571196,2533.679,0,90.48265,0,16.0764,85.12519,0,86.65054
02-01-07 11:00,81.29672,10.72493,0,0,4.114491,2236.526,0,92.02165,0,5.949395,87.24612,0,91.53144
02-01-07 12:00,82.7307,6.705945,0,0,5.300117,1687.446,0,89.43664,0,1.265245,83.99594,0,96.23052
02-01-07 13:00,73.81536,24.13433,0,0,5.366691,1825.141,25.20363,97.94969,0,0,67.37937,0,100
02-01-07 14:00,70.47057,20.64867,0,0,5.305135,1717.567,85.81411,91.11925,0,0,0,0,100
02-01-07 15:00,47.90817,11.09653,0,0,4.671519,1263.073,54.33318,59.0047,0,0,0,0,100
02-01-07 16:00,12.71339,18.28445,0,0,5.914651,524.0858,25.08319,30.99784,0,0,0,0,100
02-01-07 17:00,0,9.659649,0,0,6.763628,142.8176,2.89602,9.659649,0,0,0,0,100
02-01-07 18:00,0,1.32577,0,0,3.850472,34.43135,0,1.32577,2.524703,0,0,2.805225,99.75479
02-01-07 19:00,0,1.130358,0,0,5.258634,21.49527,1.78E-15,1.130358,4.128276,0,0,4.586973,99.35383
02-01-07 20:00,0,1.474231,0,0,5.957258,24.7468,0,1.474231,4.483027,0,0,4.981141,98.91841
02-01-07 21:00,0,0,0,0,4.116401,0,8.88E-16,0,4.116401,0,0,4.573779,98.51861
02-01-07 22:00,0,0,0,0,17.20215,0,3.55E-15,0,17.20215,0,0,19.1135,96.84785
02-01-07 23:00,0,0,0,0,23.74031,0,3.55E-15,0,23.74031,0,0,26.37813,94.54206
03-01-07 0:00,0,0,0,0,25.79791,0,3.55E-15,0,25.79791,0,0,28.66434,92.03643
03-01-07 1:00,0,0,0,0,18.87563,0,3.55E-15,0,18.87563,0,0,20.97293,90.20313
03-01-07 2:00,0,0,0,0,20.10404,0,3.55E-15,0,20.10404,0,0,22.33782,88.25053
03-01-07 3:00,0,0,0,0,29.23588,0,0,0,29.23588,0,0,32.48431,85.41098
03-01-07 4:00,0,0,0,0,25.80072,0,0,0,25.80072,0,0,28.66747,82.90508
03-01-07 5:00,0,0,0,0,16.49452,0,0,0,16.49452,0,0,18.32725,81.30305
03-01-07 6:00,0,0,0,0,2.989607,0,0,0,2.989607,0,0,3.321785,81.01268
03-01-07 7:00,29.16325,0,0,0,3.058612,953.4798,0,29.16325,3.058612,0,25.76479,0,82.45407
03-01-07 8:00,46.02949,2.28706,0,0,5.236303,922.7225,0,48.31655,2.949244,0,42.75255,0,84.84583
03-01-07 9:00,60.05698,0.3093545,0,0,6.129234,984.8919,0,60.36633,5.81988,0,53.59044,0,87.84389
03-01-07 10:00,78.17274,0,0,0,5.789436,1350.265,0,78.17274,5.789436,0,71.74004,0,91.85733
03-01-07 11:00,87.41933,0,0,0,7.752888,1127.571,0,87.41933,7.752888,0,78.80501,0,96.26601
03-01-07 12:00,88.27805,0,0,0,5.378191,1641.408,15.55723,88.27805,5.378191,0,66.74505,0,100
03-01-07 13:00,83.59177,0.545189,0,0,4.966145,1694.211,78.6796,84.13696,4.420956,0,0,0,100
03-01-07 14:00,71.44942,0.5830991,0,0,4.631319,1555.335,66.9514,72.03252,4.04822,0,0,0,100
03-01-07 15:00,51.526,0,0,0,6.592178,781.6233,44.20135,51.526,6.592178,0,0,0,100
03-01-07 16:00,30.78191,0,0,0,6.908621,445.5579,23.10566,30.78191,6.908621,0,0,0,100
03-01-07 17:00,0,0,0,0,9.726364,0,0,0,9.726364,0,0,10.80707,99.05533
03-01-07 18:00,0,0,0,0,7.234995,0,0,0,7.234995,0,0,8.038883,98.35262
03-01-07 19:00,0,0,0,0,4.943117,0,8.88E-16,0,4.943117,0,0,5.492352,97.87252
03-01-07 20:00,0,0,0,0,7.204538,0,0,0,7.204538,0,0,8.005042,97.17278
03-01-07 21:00,0,0.4179594,0,0,7.375675,5.666728,8.88E-16,0.4179594,6.957716,0,0,7.730795,96.49701
03-01-07 22:00,0,0,19.75,7.900105,35.91277,0,0,0,16.16277,0,0,17.95863,94.9272
03-01-07 23:00,0,0,0,0,28.16717,0,0,0,28.16717,0,0,31.29685,92.19146
04-01-07 0:00,0,0,0,0,20.01279,0,3.55E-15,0,20.01279,0,0,22.23643,90.24771
04-01-07 1:00,0,1.509445,0,0,28.22888,5.347167,0,1.509445,26.71943,0,0,29.68826,87.65258
04-01-07 2:00,0,9.265512,0,0,26.70841,34.69137,0,9.265512,17.4429,0,0,19.38099,85.95844
04-01-07 3:00,0,2.502633,0,0,18.99654,13.17416,0,2.502633,16.4939,0,0,18.32656,84.35646
04-01-07 4:00,0,0.1160996,0,0,17.07559,0.6799158,0,0.1160996,16.95949,0,0,18.84387,82.70927
04-01-07 5:00,0,0.01450078,0,0,11.92954,0.1215535,1.78E-15,0.01450078,11.91504,0,0,13.23894,81.55202
04-01-07 6:00,0,0,0,0,3.268926,0,4.44E-16,0,3.268926,0,0,3.63214,81.23452
04-01-07 7:00,6.76104,0,0,0,2.819386,239.8054,0,6.76104,2.819386,0,3.628389,0,81.43751
04-01-07 8:00,20.20761,0.3156285,0,0,3.971008,516.827,0,20.52324,3.655379,0,16.14608,0,82.34079
04-01-07 9:00,39.28717,11.72391,0,0,4.028664,1266.203,8.88E-16,51.01108,0,6.925718,46.21289,0,84.92612
04-01-07 10:00,25.86399,6.073987,0,0,7.949123,401.7799,0,31.93798,1.875135,0,23.78051,0,86.25651
04-01-07 11:00,9.245622,8.48111,0,0,5.960337,297.4116,-4.44E-16,17.72673,0,2.268696,11.51432,0,86.90067
04-01-07 12:00,23.23608,7.051327,0,0,4.848351,624.6949,0,30.2874,0,1.982677,25.21875,0,88.31151
04-01-07 13:00,41.21716,0.3487917,0,0,4.877358,852.2227,0,41.56595,4.528566,0,36.18542,0,90.33587
04-01-07 14:00,8.097622,0,0,0,5.249824,154.2456,0,8.097622,5.249824,0,2.264485,0,90.46255
04-01-07 15:00,8.647651,0,0,0,4.970279,173.9872,0,8.647651,4.970279,0,3.125118,0,90.63738
04-01-07 16:00,4.142204,0.8268862,0,0,3.9293,126.4625,0,4.96909,3.102414,0,0.695078,0,90.67627
04-01-07 17:00,0,4.849045,0,0,5.626265,86.18587,0,4.849045,0.7772196,0,0,0.8635774,90.60078
04-01-07 18:00,0,14.9693,0,0,7.380674,202.8176,0,14.9693,0,6.829766,6.829766,0,90.98286
04-01-07 19:00,0,13.85597,0,0,6.551824,211.4826,0,13.85597,0,6.57373,6.57373,0,91.35062
04-01-07 20:00,0,0,0,0,5.535531,0,8.88E-16,0,5.535531,0,0,6.15059,90.81299
04-01-07 21:00,0,0,0,0,6.787325,0,0,0,6.787325,0,0,7.541472,90.15377
04-01-07 22:00,0,0,0,0,27.73579,0,0,0,27.73579,0,0,30.81754,87.45992
04-01-07 23:00,0,0,0,0,25.38873,0,3.55E-15,0,25.38873,0,0,28.20971,84.99403
05-01-07 0:00,0,0,0,0,16.46516,0,0,0,16.46516,0,0,18.29462,83.39485
05-01-07 1:00,0,0,0,0,20.7585,0,3.55E-15,0,20.7585,0,0,23.06499,81.37868
05-01-07 2:00,0,0,0,0,19.06467,0,0,0,19.06467,0,0,21.18296,79.52702
05-01-07 3:00,0,0,0,0,28.70347,0,0,0,28.70347,0,0,31.89275,76.73919
05-01-07 4:00,0,0,0,0,17.79101,0,0,0,17.79101,0,0,19.76779,75.01123
05-01-07 5:00,0,0,0,0,14.96055,0,0,0,14.96055,0,0,16.62283,73.55819
05-01-07 6:00,0,0,0,0,2.374521,0,0,0,2.374521,0,0,2.638356,73.32756
05-01-07 7:00,11.49266,0,0,0,2.334985,492.1941,0,11.49266,2.334985,0,8.898232,0,73.82536
05-01-07 8:00,18.6986,0,0,0,4.652097,401.9392,0,18.6986,4.652097,0,13.5296,0,74.58227
05-01-07 9:00,18.41906,0,0,0,5.024061,366.617,0,18.41906,5.024061,0,12.83677,0,75.30041
05-01-07 10:00,27.8441,1.481671,0,0,4.856233,603.8789,0,29.32577,3.374563,0,24.09458,0,76.64836
05-01-07 11:00,23.18653,3.149599,0,0,4.302134,612.1644,0,26.33613,1.152534,0,21.90594,0,77.87387
05-01-07 12:00,36.71036,6.059846,0,0,3.223084,1326.996,0,42.7702,0,2.553087,39.26344,0,80.07043
05-01-07 13:00,6.837135,0.7270221,0,0,5.642981,134.0454,0,7.564157,4.915959,0,1.374959,0,80.14735
05-01-07 14:00,20.1881,1.79884,0,0,3.465204,634.5065,0,21.98695,1.666364,0,18.33659,0,81.17317
05-01-07 15:00,19.73882,2.001919,0,0,7.334857,296.403,0,21.74074,5.332939,0,13.81333,0,81.94595
05-01-07 16:00,11.90089,0,0,0,3.843556,309.6323,0,11.90089,3.843556,0,7.630274,0,82.37282
05-01-07 17:00,0,3.539164,0,0,5.78546,61.17342,4.44E-16,3.539164,2.246297,0,0,2.495885,82.15465
05-01-07 18:00,0,5.413182,0,0,4.958783,109.1635,0,5.413182,0,0.4089594,0.4089594,0,82.17752
05-01-07 19:00,0,0,0,0,5.682166,0,8.88E-16,0,5.682166,0,0,6.313517,81.62564
05-01-07 20:00,0,0,0,0,5.543705,0,0,0,5.543705,0,0,6.159673,81.08721
05-01-07 21:00,0,0,0,0,4.009749,0,8.88E-16,0,4.009749,0,0,4.455277,80.69776
05-01-07 22:00,0,0,0,0,23.58286,0,3.55E-15,0,23.58286,0,0,26.20318,78.40727
05-01-07 23:00,0,0,0,0,23.12613,0,0,0,23.12613,0,0,25.69569,76.16114
06-01-07 0:00,0,0,0,0,24.46317,0,3.55E-15,0,24.46317,0,0,27.1813,73.78515
06-01-07 1:00,0,0,0,0,20.51628,0,0,0,20.51628,0,0,22.79587,71.7925
06-01-07 2:00,0,0,0,0,22.50592,0,0,0,22.50592,0,0,25.00657,69.60661
06-01-07 3:00,0,0,0,0,16.74018,0,3.55E-15,0,16.74018,0,0,18.6002,67.98071
06-01-07 4:00,0,0,0,0,29.47647,0,7.11E-15,0,29.47647,0,0,32.75163,65.11781
06-01-07 5:00,0,0,0,0,14.16823,0,0,0,14.16823,0,0,15.74248,63.74171
06-01-07 6:00,0,0,0,0,3.216516,0,0,0,3.216516,0,0,3.573906,63.42931
06-01-07 7:00,24.082,0,0,0,3.102185,776.2915,0,24.082,3.102185,0,20.63512,0,64.58372
06-01-07 8:00,51.57649,0,0,0,3.359128,1535.413,0,51.57649,3.359128,0,47.84413,0,67.26032
06-01-07 9:00,71.66961,0,0,0,3.931864,1822.79,0,71.66961,3.931864,0,67.30087,0,71.02541
06-01-07 10:00,77.6088,0,0,0,5.317081,1459.613,0,77.6088,5.317081,0,71.70094,0,75.03666
06-01-07 11:00,79.43281,0,0,0,3.976066,1997.774,0,79.43281,3.976066,0,75.01496,0,79.2333
06-01-07 12:00,80.13541,0,0,0,3.525847,2272.799,0,80.13541,3.525847,0,76.2178,0,83.49724
06-01-07 13:00,80.53055,0,0,0,4.951676,1626.329,0,80.53055,4.951676,0,75.02869,0,87.69466
06-01-07 14:00,68.91471,0,0,0,3.880642,1775.859,0,68.91471,3.880642,0,64.60289,0,91.30881
06-01-07 15:00,55.63155,0,0,0,6.477971,858.7806,0,55.63155,6.477971,0,48.43381,0,94.01839
06-01-07 16:00,36.00801,0,0,0,5.39539,667.3849,0,36.00801,5.39539,0,30.01313,0,95.69745
06-01-07 17:00,0,1.895869,0,0,6.262996,30.27097,8.88E-16,1.895869,4.367126,0,0,4.852363,95.27329
06-01-07 18:00,0,0,0,0,4.129993,0,8.88E-16,0,4.129993,0,0,4.588881,94.87217
06-01-07 19:00,0,0,0,0,6.077297,0,0,0,6.077297,0,0,6.752553,94.28191
06-01-07 20:00,0,0,0,0,5.105361,0,0,0,5.105361,0,0,5.672624,93.78605
06-01-07 21:00,0,0,0,0,4.740848,0,0,0,4.740848,0,0,5.267608,93.32559
06-01-07 22:00,0,0,0,0,27.10968,0,3.55E-15,0,27.10968,0,0,30.12187,90.69256
06-01-07 23:00,0,0,0,0,19.87833,0,0,0,19.87833,0,0,22.08703,88.76187
07-01-07 0:00,0,0,0,0,15.32701,0,0,0,15.32701,0,0,17.03002,87.27323
07-01-07 1:00,0,0,0,0,17.74127,0,0,0,17.74127,0,0,19.71252,85.55011
07-01-07 2:00,0,0.4344352,0,0,24.80112,1.751676,0,0.4344352,24.36668,0,0,27.07409,83.18349
07-01-07 3:00,0,1.811115,0,0,15.46344,11.71224,1.78E-15,1.811115,13.65233,0,0,15.16925,81.85751
07-01-07 4:00,0,6.643681,0,0,18.40972,36.0879,1.78E-15,6.643681,11.76604,0,0,13.07338,80.71472
07-01-07 5:00,0,17.04275,0,0,10.50816,162.1858,0,17.04275,0,5.881123,5.881123,0,81.04374
07-01-07 6:00,0,17.64936,0,0,1.634561,1079.762,0,17.64936,0,14.41332,14.41332,0,81.85008
07-01-07 7:00,17.5139,12.46866,0,0,2.367018,1266.681,0,29.98256,0,9.091477,26.60538,0,83.33849
07-01-07 8:00,33.99215,1.723831,0,0,3.611723,988.8904,0,35.71598,1.887892,0,31.89449,0,85.1228
07-01-07 9:00,57.17994,0,0,0,3.889774,1470.007,0,57.17994,3.889774,0,52.85797,0,88.0799
07-01-07 10:00,75.83181,0,0,0,5.964361,1271.416,0,75.83181,5.964361,0,69.20474,0,91.95149
07-01-07 11:00,69.27407,4.978779,0,0,3.666042,2025.423,0,74.25285,0,1.181463,70.45554,0,95.89307
07-01-07 12:00,77.49117,15.30241,0,0,1.773157,5233.242,17.60912,92.79359,0,0,73.41131,0,100
07-01-07 13:00,73.27457,9.589325,0,0,2.888679,2868.575,79.97523,82.8639,0,0,0,0,100
07-01-07 14:00,66.77016,1.197592,0,0,3.323272,2045.205,64.40829,67.96775,2.125681,0,0,0,100
07-01-07 15:00,53.13614,0.9652183,0,0,3.548101,1524.797,50.26627,54.10136,2.582883,0,0,0,100
07-01-07 16:00,33.9618,0.6229385,0,0,6.457679,535.5599,27.47876,34.58474,5.83474,0,0,0,100
07-01-07 17:00,0,1.202983,0,0,4.384706,27.43589,4.44E-16,1.202983,3.181723,0,0,3.535248,99.69097
07-01-07 18:00,0,0.9274805,0,0,3.245702,28.57565,4.44E-16,0.9274805,2.318222,0,0,2.575802,99.46582
07-01-07 19:00,0,0.3404866,0,0,5.042984,6.751689,8.88E-16,0.3404866,4.702497,0,0,5.224997,99.00909
07-01-07 20:00,0,0,0,0,5.014663,0,0,0,5.014663,0,0,5.571847,98.52203
07-01-07 21:00,0,0,0,0,1.565327,0,2.22E-16,0,1.565327,0,0,1.739252,98.37
07-01-07 22:00,0,0,0,0,18.87154,0,3.55E-15,0,18.87154,0,0,20.96837,96.5371
07-01-07 23:00,0,0,0,0,15.34919,0,0,0,15.34919,0,0,17.05466,95.04631
08-01-07 0:00,0,0,0,0,20.14943,0,3.55E-15,0,20.14943,0,0,22.38825,93.08929
08-01-07 1:00,0,0,0,0,24.6947,0,0,0,24.6947,0,0,27.43856,90.69081
08-01-07 2:00,0,0,0,0,20.4348,0,0,0,20.4348,0,0,22.70534,88.70608
08-01-07 3:00,0,0,0,0,19.61813,0,0,0,19.61813,0,0,21.79792,86.80066
08-01-07 4:00,0,0,0,0,24.30504,0,0,0,24.30504,0,0,27.0056,84.44003
08-01-07 5:00,0,0,0,0,9.161341,0,0,0,9.161341,0,0,10.17927,83.55023
08-01-07 6:00,0,0,0,0,3.07665,0,0,0,3.07665,0,0,3.4185,83.25141
08-01-07 7:00,30.21391,0,0,0,3.359461,899.368,0,30.21391,3.359461,0,26.48118,0,84.73288
08-01-07 8:00,45.96941,0,0,0,4.968378,925.2398,0,45.96941,4.968378,0,40.44899,0,86.99576
08-01-07 9:00,51.74001,0,0,0,5.510929,938.8619,0,51.74001,5.510929,0,45.61675,0,89.54775
08-01-07 10:00,66.78719,0,0,0,7.015889,951.942,0,66.78719,7.015889,0,58.99176,0,92.84799
08-01-07 11:00,68.95358,0,0,0,7.30514,943.9052,0,68.95358,7.30514,0,60.83677,0,96.25145
08-01-07 12:00,77.49591,0.8503399,0,0,4.50212,1740.208,6.433162,78.34625,3.651779,0,67.00522,0,100
08-01-07 13:00,76.10024,0,0,0,5.730544,1327.976,69.73297,76.10024,5.730544,0,0,0,100
08-01-07 14:00,66.73325,1.908358,0,0,5.312032,1292.191,62.95139,68.64161,3.403673,0,0,0,100
08-01-07 15:00,48.39451,12.12855,0,0,5.603909,1080.015,54.91915,60.52306,0,0,0,0,100
08-01-07 16:00,27.48126,12.37938,0,0,7.179267,555.2188,32.68137,39.86064,0,0,0,0,100
08-01-07 17:00,0,7.999247,0,0,6.660437,120.1009,1.33881,7.999247,0,0,0,0,100
08-01-07 18:00,0,5.175928,0,0,6.72455,76.97062,2.22E-16,5.175928,1.548622,0,0,1.720692,99.84959
08-01-07 19:00,0,0.1685398,0,0,8.136003,2.071531,1.78E-15,0.1685398,7.967463,0,0,8.852736,99.07574
08-01-07 20:00,0,0,0,0,7.75209,0,1.78E-15,0,7.75209,0,0,8.613433,98.32282
08-01-07 21:00,0,1.824432,0,0,6.674734,27.3334,0,1.824432,4.850302,0,0,5.389225,97.85174
08-01-07 22:00,0,3.131121,0,0,29.85775,10.48679,0,3.131121,26.72663,0,0,29.69625,95.25591
08-01-07 23:00,0,0.5879233,0,0,12.95562,4.537981,0,0.5879233,12.36769,0,0,13.74188,94.0547
09-01-07 0:00,0,1.250054,0,0,24.34959,5.13378,3.55E-15,1.250054,23.09954,0,0,25.66615,91.81115
09-01-07 1:00,0,8.60486,0,0,24.94091,34.50099,3.55E-15,8.60486,16.33605,0,0,18.15117,90.2245
09-01-07 2:00,0,12.04138,0,0,25.74013,46.78059,0,12.04138,13.69875,0,0,15.22083,88.89401
09-01-07 3:00,0,6.801405,0,0,25.92691,26.23299,3.55E-15,6.801405,19.12551,0,0,21.25056,87.03644
09-01-07 4:00,0,1.63727,0,0,27.87495,5.873623,3.55E-15,1.63727,26.23768,0,0,29.15298,84.4881
09-01-07 5:00,0,0,0,0,10.00733,0,1.78E-15,0,10.00733,0,0,11.11926,83.51614
09-01-07 6:00,0,0,0,0,3.43336,0,4.44E-16,0,3.43336,0,0,3.814845,83.18267
09-01-07 7:00,18.35934,0,0,0,4.653814,394.5011,0,18.35934,4.653814,0,13.18844,0,83.92049
09-01-07 8:00,35.96575,0,0,0,5.744393,626.1018,0,35.96575,5.744393,0,29.58309,0,85.57549
09-01-07 9:00,52.87121,0,0,0,6.515825,811.4278,0,52.87121,6.515825,0,45.63141,0,88.1283
09-01-07 10:00,75.28246,0,0,0,5.327698,1413.039,0,75.28246,5.327698,0,69.3628,0,92.00874
09-01-07 11:00,77.08849,0.5264012,0,0,5.554772,1397.265,0,77.61489,5.028371,0,71.50141,0,96.00882
09-01-07 12:00,85.1619,1.883722,0,0,7.72897,1126.225,7.324925,87.04562,5.845248,0,71.34225,0,100
09-01-07 13:00,83.50215,5.191673,0,0,4.981767,1780.369,83.71206,88.69382,0,0,0,0,100
09-01-07 14:00,68.93221,17.0909,0,0,4.858442,1770.59,81.16467,86.02311,0,0,0,0,100
09-01-07 15:00,52.18717,18.18591,0,0,7.55201,931.8458,62.82108,70.37309,0,0,0,0,100
09-01-07 16:00,30.85005,4.405354,0,0,8.128933,433.7027,26.71274,35.2554,3.723579,0,0,0,100
09-01-07 17:00,0,1.666986,0,0,6.28687,26.51535,0,1.666986,4.619884,0,0,5.133204,99.55129
09-01-07 18:00,0,16.91781,0,0,9.118987,185.5229,0,16.91781,0,7.018944,7.018944,0,99.94396
09-01-07 19:00,0,12.98584,0,0,9.591892,135.3835,2.280961,12.98584,0,1.001688,1.001688,0,100
09-01-07 20:00,0,2.513799,0,0,9.039421,27.80929,0,2.513799,6.525622,0,0,7.250691,99.3662
09-01-07 21:00,0,2.373382,0,0,4.275642,55.50937,4.44E-16,2.373382,1.902261,0,0,2.113623,99.18144
09-01-07 22:00,0,1.054071,0,0,29.75554,3.542435,0,1.054071,28.70147,0,0,31.89053,96.39381
09-01-07 23:00,0,1.043294,0,0,25.03096,4.168014,3.55E-15,1.043294,23.98767,0,0,26.65297,94.064
10-01-07 0:00,0,0,0,0,17.2725,0,3.55E-15,0,17.2725,0,0,19.19166,92.3864
10-01-07 1:00,0,0.6248118,0,0,17.50451,3.569434,3.55E-15,0.6248118,16.87969,0,0,18.75522,90.74696
10-01-07 2:00,0,0,0,0,20.57838,0,0,0,20.57838,0,0,22.86487,88.74828
10-01-07 3:00,0,0,0,0,21.79702,0,3.55E-15,0,21.79702,0,0,24.21892,86.63123
10-01-07 4:00,0,0.6773328,0,0,19.64002,3.448738,0,0.6773328,18.96269,0,0,21.06965,84.78948
10-01-07 5:00,0,4.440943,0,0,11.79154,37.6621,0,4.440943,7.350601,0,0,8.167335,84.07555
10-01-07 6:00,0,0,0,0,2.817498,0,0,0,2.817498,0,0,3.130553,83.8019
10-01-07 7:00,25.87945,0,0,0,2.644504,978.6128,0,25.87945,2.644504,0,22.94111,0,85.08532
10-01-07 8:00,43.73082,0,0,0,5.119212,854.2491,0,43.73082,5.119212,0,38.04281,0,87.21359
10-01-07 9:00,60.02323,0,0,0,5.188749,1156.796,0,60.02323,5.188749,0,54.25795,0,90.24901
10-01-07 10:00,78.2598,0,0,0,6.451876,1212.977,0,78.2598,6.451876,0,71.09104,0,94.22614
10-01-07 11:00,79.96455,0,0,0,7.835422,1020.552,0,79.96455,7.835422,0,71.25852,0,98.21263
10-01-07 12:00,75.51305,0,0,0,4.382993,1722.865,38.69386,75.51305,4.382993,0,31.94921,0,100
10-01-07 13:00,65.76524,0.3984477,0,0,5.426106,1219.358,60.17895,66.16368,5.027658,0,0,0,100
10-01-07 14:00,58.86862,5.733863,0,0,4.803534,1344.895,59.79895,64.60249,0,0,0,0,100
10-01-07 15:00,44.67607,12.69994,0,0,6.317428,908.2178,51.05858,57.37601,0,0,0,0,100
10-01-07 16:00,29.46048,11.56523,0,0,3.810948,1076.522,37.21476,41.02571,0,0,0,0,100
10-01-07 17:00,0,27.82568,0,0,6.755789,411.8791,21.06989,27.82568,0,0,0,0,100
10-01-07 18:00,0,24.81016,0,0,7.128473,348.0431,17.68168,24.81016,0,0,0,0,100
10-01-07 19:00,0,8.795315,0,0,8.324063,105.6613,0.4712518,8.795315,0,0,0,0,100
10-01-07 20:00,0,10.84847,0,0,4.677774,231.9152,6.170695,10.84847,0,0,0,0,100
10-01-07 21:00,0,2.058746,0,0,8.179194,25.17052,0,2.058746,6.120448,0,0,6.800498,99.40555
10-01-07 22:00,0,7.948437,0,0,24.10368,32.97604,0,7.948437,16.15524,0,0,17.95027,97.83647
10-01-07 23:00,0,9.677391,0,0,14.33756,67.49679,0,9.677391,4.660167,0,0,5.177963,97.38385
11-01-07 0:00,0,1.446723,0,0,16.17175,8.94599,0,1.446723,14.72503,0,0,16.36115,95.95367
11-01-07 1:00,0,2.220155,0,0,28.28726,7.848607,0,2.220155,26.0671,0,0,28.96344,93.42191
11-01-07 2:00,0,2.325335,0,0,24.8096,9.372722,0,2.325335,22.48426,0,0,24.98252,91.23811
11-01-07 3:00,0,20.36033,0,0,19.80856,102.7855,0,20.36033,0,0.4965964,0.4965964,0,91.2659
11-01-07 4:00,0,29.72356,0,0,12.36854,240.3158,0,29.72356,0,15.61952,15.61952,0,92.13972
11-01-07 5:00,0,30.02152,0,0,14.58693,205.8111,0,30.02152,0,13.89114,13.89114,0,92.91685
11-01-07 6:00,0,8.927831,0,0,3.991979,223.6442,-8.88E-16,8.927831,0,4.442266,4.442266,0,93.16537
11-01-07 7:00,4.949353,2.677404,0,0,2.670856,285.5547,0,7.626757,0,0.005892954,4.955246,0,93.44258
11-01-07 8:00,32.28746,12.49929,0,0,3.972644,1127.379,0,44.78675,0,7.673982,39.96144,0,95.67818
